xi,x
3.4000000000000004,-2.5569047123349531
3.4500000000000011,-1.1293467575899876
3.5,-0.38019284264601844
3.5500000000000007,0.0063132949200635918
3.6000000000000014,0.23263860058612928
3.6500000000000004,0.4172965949410391
3.7000000000000011,0.63586802375486673
3.75,0.9538810744820917
3.8000000000000007,1.4528706897244275
3.8500000000000014,2.2558900269011142
3.9000000000000004,3.5563099524307522
3.9500000000000011,5.6380645402584202
4,8.809692685230722
4.0500000000000007,12.980685271510859
4.1000000000000014,16.561876438943852
4.1500000000000004,16.378029563752364
4.2000000000000011,11.802114576455352
4.25,6.1580178567132151
4.3000000000000007,1.922705912620438
4.3500000000000014,-0.66110593449661026
4.4000000000000004,-2.188439041992972
4.4500000000000011,-3.2553639848671763
4.5,-4.2790540361826892
4.5500000000000007,-5.5293740399840541
4.6000000000000014,-7.1651119596074686
4.6500000000000004,-9.1888248925819873
4.7000000000000011,-11.286898948917164
4.75,-12.693430904086384
4.8000000000000007,-12.537690732535555
4.8500000000000014,-10.734209310963379
4.9000000000000004,-8.1903054855017743
4.9500000000000011,-5.9120602087571896
5,-4.3637643490178784
5.0500000000000007,-3.5632072725318831
5.1000000000000014,-3.3750843846274217
5.1500000000000004,-3.6868151680896535
5.2000000000000011,-4.4643987294692815
5.25,-5.744545230346298
5.3000000000000007,-7.577721773935048
5.3500000000000014,-9.8818550903482567
5.4000000000000004,-12.171460951620753
5.4500000000000011,-13.40597111969919
5.5,-12.634426663572844
5.5500000000000007,-10.139250661840801
5.6000000000000014,-7.2114408418474376
5.6500000000000004,-4.8694068434811593
5.7000000000000011,-3.404656982702118
5.75,-2.6990891716815417
5.8000000000000007,-2.5580980274645229
5.8500000000000014,-2.8559424748980553
5.9000000000000004,-3.5665204741062864
5.9500000000000011,-4.7522118109099445
6,-6.527443256424605
6.0500000000000007,-8.9513500536912645
6.1000000000000014,-11.74771720424741
6.1500000000000021,-13.902179007500184
6.1999999999999993,-13.926021828981909
6.25,-11.465654025004001
6.3000000000000007,-7.9502283007627375
6.3500000000000014,-4.9155403904333941
6.4000000000000021,-2.9096568136933416
6.4499999999999993,-1.8093660023738189
6.5,-1.3257247409536095
6.5500000000000007,-1.2327945457549703
6.6000000000000014,-1.4134872122839368
6.6500000000000021,-1.8461444854186815
6.6999999999999993,-2.5887473998515298
6.75,-3.774968400123246
6.8000000000000007,-5.6094287540219385
6.8500000000000014,-8.3022847256604226
6.9000000000000021,-11.773418864142045
6.9499999999999993,-14.951908264497874
7,-15.570934814820189
7.0500000000000007,-12.560419255330046
7.1000000000000014,-7.9124125596351629
7.1500000000000021,-3.9531115379459969
7.1999999999999993,-1.3780264941193634
7.25,0.10835835189553811
7.3000000000000007,0.98558558112197425
7.3500000000000014,1.631260630595865
7.4000000000000021,2.3048912241308486
7.4499999999999993,3.2040546901003055
7.5,4.5174462066743963
7.5500000000000007,6.440413845391169
7.6000000000000014,9.0896868442348087
7.6500000000000021,12.184965283771213
7.6999999999999993,14.534936555097383
7.75,14.366654736796175
7.8000000000000007,11.395952460723207
7.8500000000000014,7.4401336393144906
7.9000000000000021,4.1901034739589198
7.9499999999999993,2.1062624362976718
8,0.95243154932954066
8.0500000000000007,0.36855321470612468
8.1000000000000014,0.083245000384882917
8.1500000000000021,-0.066406931086008189
8.1999999999999993,-0.16943904147116157
8.25,-0.27645947947004851
8.3000000000000007,-0.42464541464394989
8.3500000000000014,-0.65505463219311866
8.4000000000000021,-1.0278441081463643
8.4499999999999993,-1.640831606737537
8.5,-2.6558544503042558
8.5500000000000007,-4.3314323160985104
8.6000000000000014,-7.0268993469364398
8.6500000000000021,-11.004943554011446
8.6999999999999993,-15.559788729016487
8.75,-17.711607361696046
8.8000000000000007,-14.595785142413673
8.8500000000000014,-8.4500391748307511
8.9000000000000021,-3.0790037793281417
8.9499999999999993,0.37707617726070652
9,2.3968759311053307
9.0500000000000007,3.689172991420397
9.1000000000000014,4.7765410419589918
9.1500000000000021,5.9787421118597575
9.2000000000000028,7.4541804841827757
9.25,9.1827715463016659
9.3000000000000007,10.876013844829089
9.3500000000000014,11.942663964909531
9.4000000000000021,11.786982060827375
9.4500000000000028,10.379706195945133
9.5,8.365956821668826
9.5500000000000007,6.5021376974260496
9.6000000000000014,5.2014774338942233
9.6500000000000021,4.543535392262311
9.7000000000000028,4.4642734458038831
9.75,4.8934750573441654
9.8000000000000007,5.8024533504773039
9.8500000000000014,7.1835985314039386
9.9000000000000021,8.9641585153023318
9.9500000000000028,10.848562969075342
10,12.192910260207926
