xi,rest,sinusoid,damped
22.187498115977913,2.5,-0.19509032201612678,-0.0092466409348319345
22.383847656827275,2.5,-0.38268343236508773,-0.029519063945551403
22.58019719767664,2.5,-0.55557023301960273,-0.047898403481424712
22.776546738526001,2.5,-0.70710678118654757,-0.063764940775003762
22.972896279375362,2.5,-0.8314696123025449,-0.076617515815496737
23.169245820224724,2.5,-0.92387953251128629,-0.086087847834665554
23.365595361074085,2.5,-0.9807852804032301,-0.091949296817946558
23.561944901923447,2.5,-1,-0.094119949935872457
23.758294442772812,2.5,-0.98078528040323043,-0.092660135125401791
23.954643983622173,2.5,-0.92387953251128696,-0.087764670125001581
24.150993524471534,2.5,-0.8314696123025459,-0.079750341787553511
24.347343065320896,2.5,-0.70710678118654879,-0.06903927118542573
24.543692606170257,2.5,-0.55557023301960429,-0.056138949821492132
24.740042147019622,2.5,-0.38268343236508945,-0.04161982746660893
24.936391687868984,2.5,-0.19509032201612858,-0.026091390502363615
25.132741228718345,2.5,-9.7971743931788257e-16,-0.010177690377580186
